feature	f1.naiveBayes	X140424_UNC13_SN749_0344_AC3WUKACXX_AGTTCC_L004	X120201_UNC11_SN627_0181_AC0CETACXX_GCCAAT_L001	X120425_UNC11_SN627_0224_BD0VAKACXX_CAGATC_L006	X120425_UNC11_SN627_0224_BD0VAKACXX_GATCAG_L008	X120425_UNC11_SN627_0224_BD0VAKACXX_TAGCTT_L004	X120604_UNC13_SN749_0179_AC0V5LACXX_GCCAAT_L004	X120201_UNC11_SN627_0181_AC0CETACXX_TAGCTT_L004	X120215_UNC10_SN254_0327_AC0CMCACXX_TAGCTT_L006	X120215_UNC10_SN254_0327_AC0CMCACXX_TAGCTT_L007	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L001	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L003	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L004	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L002	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L003	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L004	X120502_UNC14_SN744_0235_BD0YUTACXX_TAGCTT_L005	X120604_UNC13_SN749_0180_BD127FACXX_GCCAAT_L005	X120611_UNC15_SN850_0219_BD120UACXX_GCCAAT_L003	X120430_UNC10_SN254_0353_AC0TGUACXX_TGACCA_L003	X120501_UNC16_SN851_0154_BC0MB8ACXX_ACTTGA_L008	X120514_UNC16_SN851_0158_AC0UWTACXX_ACTTGA_L003	X131008_UNC15_SN850_0331_AC2KJ8ACXX_AGTCAA_L006	X131016_UNC15_SN850_0333_AC2MBAACXX_GTGGCC_L006	X121126_UNC9_SN296_0314_BC11Y0ACXX_CAGATC_L002	X121126_UNC9_SN296_0314_BC11Y0ACXX_TAGCTT_L003	X130205_UNC16_SN851_0213_AD1TC5ACXX_CTTGTA_L003	X130722_UNC9_SN296_0385_AD2F28ACXX_TAGCTT_L005	X131217_UNC14_SN744_0384_BC32YDACXX_GCCAAT_L003	X131217_UNC15_SN850_0343_AC330UACXX_CGATGT_L003	X140318_UNC12_SN629_0354_AC3K7VACXX_CTTGTA_L005	X140312_UNC15_SN850_0357_AC3M7FACXX_TTAGGC_L008	X130226_UNC14_SN744_0315_AD1V5TACXX_GCCAAT_L003	X111212_UNC15_SN850_0155_AD087AACXX_ACTTGA_L004	X120514_UNC16_SN851_0158_AC0UWTACXX_ACTTGA_L006	X120514_UNC11_SN627_0229_AD121AACXX_GATCAG_L006	X130814_UNC10_SN254_0487_AC2BD1ACXX_ACAGTG_L004	X130226_UNC14_SN744_0315_AD1V5TACXX_ATCACG_L004	X130722_UNC9_SN296_0385_AD2F28ACXX_ACTTGA_L006	X120501_UNC11_SN627_0226_AC0TGKACXX_GCCAAT_L007	X140826_UNC9_SN296_0432_AC5CAJACXX_CGTACG_L004	X130226_UNC14_SN744_0315_AD1V5TACXX_GCCAAT_L008	X120507_UNC10_SN254_0355_AC0TR8ACXX_ACAGTG_L007	X130226_UNC14_SN744_0315_AD1V5TACXX_CAGATC_L008	X120501_UNC11_SN627_0226_AC0TGKACXX_ACAGTG_L004	X120501_UNC11_SN627_0226_AC0TGKACXX_TGACCA_L008	X140820_UNC17_D00216_0240_AC5FB2ACXX_TTAGGC_L004	X140820_UNC17_D00216_0240_AC5FB2ACXX_ACTTGA_L005	X120521_UNC12_SN629_0212_AC0RWNACXX_TGACCA_L003	X120514_UNC16_SN851_0159_BC0TARACXX_GCCAAT_L008	X130827_UNC15_SN850_0325_BC2AV1ACXX_ACTTGA_L004	X130827_UNC15_SN850_0325_BC2AV1ACXX_TAGCTT_L005	X130722_UNC9_SN296_0385_AD2F28ACXX_GGCTAC_L008	X140312_UNC11_SN627_0348_AC3KRYACXX_ACTTGA_L002	X140312_UNC11_SN627_0348_AC3KRYACXX_CCGTCC_L003	X140815_UNC11_SN627_0374_AC5FPLACXX_CCGTCC_L007	X130325_UNC16_SN851_0231_BC20VNACXX_ACTTGA_L004	X140304_UNC14_SN744_0400_AC3LWGACXX_GGCTAC_L007	X140304_UNC14_SN744_0400_AC3LWGACXX_GAGTGG_L007	X130325_UNC12_SN629_0268_AC22W1ACXX_GTGGCC_L006	X130530_UNC9_SN296_0371_BC2528ACXX_TTAGGC_L008	X130328_UNC10_SN254_0443_AD238RACXX_AGTCAA_L003	X130424_UNC11_SN627_0294_BC236MACXX_GTTTCG_L007	X130606_UNC9_SN296_0372_AC277JACXX_GGCTAC_L001	X130722_UNC9_SN296_0385_AD2F28ACXX_GTTTCG_L008	X130723_UNC9_SN296_0386_BC2E4WACXX_GATCAG_L001	X130723_UNC9_SN296_0386_BC2E4WACXX_GTGGCC_L001	X130827_UNC15_SN850_0325_BC2AV1ACXX_GTGGCC_L006	X130723_UNC9_SN296_0386_BC2E4WACXX_ATCACG_L001	X130723_UNC9_SN296_0386_BC2E4WACXX_ACTTGA_L002	X131008_UNC15_SN850_0331_AC2KJ8ACXX_AGTTCC_L003	X131008_UNC11_SN627_0326_AC2KLPACXX_AGTTCC_L003	X131021_UNC9_SN296_0409_BC2M6NACXX_ATCACG_L004	X140102_UNC15_SN850_0344_AC384WACXX_ACAGTG_L002	X131016_UNC15_SN850_0333_AC2MBAACXX_ATCACG_L007	X140325_UNC11_SN627_0349_AC3KB8ACXX_GATCAG_L008	X140318_UNC14_SN744_0403_AC3M3WACXX_CGATGT_L001	X140325_UNC11_SN627_0349_AC3KB8ACXX_AGTCAA_L008	X140325_UNC15_SN850_0358_AC3LP7ACXX_GATCAG_L001	X140318_UNC14_SN744_0403_AC3M3WACXX_ACAGTG_L002	X140318_UNC14_SN744_0403_AC3M3WACXX_ACAGTG_L006	X140318_UNC14_SN744_0403_AC3M3WACXX_GCCAAT_L004	X140312_UNC11_SN627_0348_AC3KRYACXX_TGACCA_L002	X140318_UNC14_SN744_0403_AC3M3WACXX_TGACCA_L004	X140318_UNC14_SN744_0403_AC3M3WACXX_CGATGT_L003	X140318_UNC14_SN744_0403_AC3M3WACXX_GTGAAA_L003	X141031_UNC11_SN627_0387_AC5FAKACXX_GTCCGC_L002	X130827_UNC15_SN850_0324_AC2B28ACXX_CAGATC_L002	X130827_UNC15_SN850_0324_AC2B28ACXX_CTTGTA_L003	X130926_SN254_0496_AD2DY9ACXX_GTGGCC_L003	X140506_UNC15_SN850_0363_BC3YJYACXX_GATCAG_L004	X140509_UNC11_SN627_0357_BC4CGKACXX_ATGTCA_L002	X140815_UNC11_SN627_0375_BC59VCACXX_GTGAAA_L001	X140820_UNC17_D00216_0240_AC5FB2ACXX_GTTTCG_L007	X140826_UNC9_SN296_0432_AC5CAJACXX_ATCACG_L004	X140815_UNC11_SN627_0375_BC59VCACXX_CCGTCC_L001	X140820_UNC17_D00216_0240_AC5FB2ACXX_ACTTGA_L008	X140404_UNC11_SN627_0350_BC3K66ACXX_ATCACG_L001	X140312_UNC11_SN627_0348_AC3KRYACXX_GCCAAT_L007	X140312_UNC11_SN627_0348_AC3KRYACXX_AGTTCC_L008	X140318_UNC14_SN744_0403_AC3M3WACXX_ATCACG_L007	X140305_UNC13_SN749_0334_BC3L6VACXX_ATCACG_L006	X140305_UNC13_SN749_0334_BC3L6VACXX_GTCCGC_L003	X140318_UNC12_SN629_0354_AC3K7VACXX_ACTTGA_L002	X140305_UNC13_SN749_0334_BC3L6VACXX_ACTTGA_L008	X140815_UNC11_SN627_0375_BC59VCACXX_CGATGT_L003	X140820_UNC17_D00216_0241_BC5DBKACXX_CGATGT_L005	X140325_UNC11_SN627_0349_AC3KB8ACXX_GATCAG_L002	X140506_UNC15_SN850_0363_BC3YJYACXX_ACTGAT_L007	X140509_UNC11_SN627_0357_BC4CGKACXX_CAGATC_L005	X140508_UNC12_SN629_0367_AC3U9RACXX_GAGTGG_L002	X140509_UNC11_SN627_0357_BC4CGKACXX_GATCAG_L004	X140815_UNC11_SN627_0375_BC59VCACXX_GCCAAT_L008	X140820_UNC17_D00216_0241_BC5DBKACXX_TGACCA_L008	X140820_UNC17_D00216_0241_BC5DBKACXX_GCCAAT_L008
ENSG00000270316.1	0.670323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272586	0	0	0	0	0.348571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233944.1	0.670234	0.092536	0	0	0	0	0	0	0	0	0	0	0	0.0549594	0	0	0	0	0	0	0	0	0.0695929	0	0	0.0666339	0	0	0	0.0995002	0	0.0794631	0	0	0	0	0.0137197	0	0	0	0.0803768	0	0	0	0	0	0	0	0	0	0.0533691	0	0	0.0922417	0.138055	0	0	0	0	0	0	0	0	0	0	0	0.0944867	0	0	0	0.0895583	0.0970119	0	0.0832187	0.154198	0	0	0	0	0	0.147717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.194712	0	0	0.0693355	0.103531	0	0	0	0	0	0.0673829	0	0	0.0864445	0	0	0	0	0
ENSG00000236536.1	0.670197	0.229953	0	0.10024	0	0.0810327	0.189701	0.0147388	0	0.0178225	0	0.0957204	0.0924137	0.146862	0.0308232	0.0251884	0.0791747	0.183856	0	0	0.0153893	0.0251438	0.0237399	0.568004	0.142544	0.153038	0.420938	0.0524419	0	0	0	0.138779	0	0.0543298	0.102896	0.0414404	0	0.0532581	0.349801	0.0120023	0	0.0393219	0.0578726	0.0151295	0.057827	0.0574452	0	0.208002	0.0949463	0.0639877	0.035894	0.0386063	0.0607857	0.48741	0.0183357	0.0737121	0	0.239864	0.0597446	0	0.111579	0.235417	0.832964	0.215028	0.178136	0	0.208006	0.055167	0.0348958	0.0541388	0.362714	2.07032	0.0583575	0.501288	0.105393	0.0215301	0.0669523	0.0149592	0.0241416	0.0371891	0	0.433598	0.0498144	0.0192753	0	0.0348934	0	0.0483666	0	0.274018	0.0379059	0.0232847	0.0283599	0.028508	0.188702	0.0793323	0.896491	0	0	0.0421754	0.179271	0	0.106612	0	0.0587912	0.0684753	0.0115505	0.0770086	0.0488909	0.140183	0.27143	0.021214	0.091787	0.0373817	0.0401913
ENSG00000260781.1	0.670191	0	0	0	0	0	0	0	0	0	0	0	0	0.0223475	0.0897579	0	0.164259	0	0	0	0.0960407	0	0	0	0	0	0	0	0	0.0674211	0	0	0	0	0	0	0	0	0	0	0	0	0.09918	0.0875227	0	0	0	0	0	0	0	0	0	0	0.0540285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0605876	0	0	0	0.0671607	0	0	0	0	0	0	0	0	0	0.183076	0	0	0.0163835	0	0	0	0	0	0	0	0	0	0	0.022162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163879.10	0.670175	2.2427	3.34545	3.50319	3.89876	2.71162	4.07852	3.24387	3.54759	2.39609	3.12423	3.75364	2.76085	3.54693	2.2091	2.0555	2.67596	3.09625	3.10602	2.21314	2.59575	3.24891	3.36563	3.78021	1.80101	1.80131	0.595624	1.40339	3.63266	4.201	3.47431	3.98955	3.43224	3.40292	2.91163	3.57935	3.30342	3.4372	3.24236	4.42521	3.47254	3.11928	3.62216	2.92192	3.82423	2.74147	2.43554	3.52635	2.94169	3.0788	4.54553	3.68708	3.42106	4.14473	2.47804	4.01898	1.91463	3.46007	3.44984	3.63305	1.95993	3.34972	2.839	3.32152	3.75026	4.22239	0.745054	3.05537	3.78591	2.78651	2.7352	3.02251	3.20262	3.33489	4.16397	3.7152	3.58725	1.44466	4.49429	3.12366	4.80495	3.1048	2.24002	2.36037	3.49259	2.73084	0.869784	4.65128	3.96638	3.44311	3.48497	3.78831	3.65392	3.54853	3.31721	3.23952	2.24086	3.63206	2.80652	3.6482	3.13887	2.93033	3.44004	2.86787	2.56532	1.40857	3.65371	0.381376	2.85077	4.24674	2.94899	3.17472	3.39797	3.30341	2.28204
ENSG00000243345.1	0.670171	0.0626321	0.0138553	0.274831	0.092158	0.119213	0	0.0988814	0.0817022	0.0694597	0.0350981	0.0329354	0	0.0442065	0.0308232	0.185705	0.164259	0.054552	0.149642	0.0986283	0.00772423	0	0.080735	0	0.0301808	0.092092	0.0191993	0.209704	0.0376495	0.0172862	0.0741664	0.0164058	0.157891	0.0365459	0.0153637	0	0	0.0914191	0.0373646	0.0811397	0.0275164	0	0.630636	0.115074	0	0.132698	0.0215244	0.0861016	0	0	0.018108	0.0635399	0.0802534	0.0317021	0.0183357	0.108626	0.0424164	0.459863	0.0597446	0.0705588	0	0.104899	0.108601	0.509423	0.218118	0.0562647	0.0639725	0.0187292	0.0348958	0.0715527	0.0751779	0.0657087	0.0198333	0.069821	0.0137978	0.0834714	0.0925265	0	0.0241416	0.0552776	0.124563	0.0585622	0.227438	0.0567458	0.152187	0.0686102	0.0383101	0.0163835	0.110047	0.0207981	0.176612	0.0232847	0.338415	0.184343	0	0.138557	0.0177549	0.411057	0.065065	0.480847	0.0427071	0.0998788	0.0547262	0.0727413	0.100722	0.0279552	0.0342589	0.588072	0.501608	0.0725461	0.0568243	0.718128	0.0158949	0.190199	0.0202976
ENSG00000174171.5	0.670142	0.437867	1.24801	0.740285	0.0471403	0.13777	0.156765	0.071613	0.1277	0.0525418	0.0350981	0.135489	0.0625481	0.425973	0.248209	0	0.46404	0.0651142	0.060233	0.176055	0.0153893	0.131067	0.325254	0.158206	0.419299	0.775358	0.0191993	0.238392	1.00303	0.698788	1.14918	0.334318	0.304782	0.122462	0.157265	0.0140052	0.210943	0.0661409	0.141747	0.124711	0.425314	0.0132798	0.294597	1.0874	0.057827	0.0574452	1.20891	0.362377	0.181654	0.0945089	0.350853	0.855011	0.99806	0.48741	0.259343	0.314617	0.329274	0.348571	0.203544	1.86637	1.13304	0.14396	0.142329	0	0.744282	0.143529	0.124097	0.306902	0.567303	0.0715527	0.362714	0.783227	1.03775	0.577184	0.567664	0.249143	0.141793	0.178925	0	0.400493	0.600184	0.113884	0.112594	0.0928628	0.847277	0.90569	0.271878	0.380158	0.753552	0.435939	0.863519	0.3535	0.307171	0.544042	0.244441	0.234443	1.37062	0.297616	0.354719	0.26355	0.123011	0.674392	0.73598	0.263755	0.363959	0.383744	0.389551	0.148509	0.182674	0.26311	0.35682	0.522418	0.162324	0.788371	0.11603
ENSG00000230727.1	0.670053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0271887	0.038037	0	0	0	0	0	0	0	0	0	0.0796292	0	0	0	0	0.0132798	0	0.0300335	0	0	0	0.109399	0	0	0	0.0130351	0.0206752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210445	0	0	0	0	0	0	0.0442225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324053	0	0	0	0.251475	0	0	0	0	0
ENSG00000231240.1	0.669941	0.0626321	0.0138553	1.02691	0	0.242413	0.3305	0.546703	0.142574	0.0860961	0.164333	0.661422	0.158816	0.316914	0	0	0.295134	0.0221792	0.482945	0.0714272	0	0.131067	0.0354017	0	0.602842	0.0271887	0.0191993	0.10227	0.126003	0.246065	0.109284	0.0946252	0.169989	0.0889762	0	0.106906	0.0137197	0.140136	0	0.0120023	0.20146	0	1.74166	0.0151295	0.164323	0.268088	0.103268	0.46429	0.0197241	0.138612	0.152255	0.134814	1.24273	0.279221	0.429599	0.351173	0.0424164	2.1384	0.587981	0.437162	0	0	0.309887	0.340734	0.0161183	0.444355	0.0324977	0.374137	0	0	0.0307526	0.0168364	0.0583575	0.287173	0.405575	0.0215301	0.0273211	0.330643	0.0707438	0.0552776	0.390388	1.40508	0.57839	0.409469	1.06453	0.0686102	0.0383101	0	0.466611	0.0999174	0.269316	0.401937	1.69721	0.184343	0	0.52682	0.345013	0.364006	0.022162	0.285375	0.0215815	0.26052	0.611813	0.278141	0.192221	0.822303	0.397389	0.0770086	0.616157	0.0725461	0.127892	2.21815	0.348238	0.427389	0.329012
ENSG00000236875.3	0.669939	0	0	0.0809796	0	0	0	0.0147388	0	0	0	0.0110994	0.0107002	0	0	0	0	0	0.0123403	0.0575441	0	0.0251438	0.0354017	0.0260287	0	1.14296	0	0	0	0	0	0	0	0.0184399	0	0	0.040607	0.0269836	0.0188568	0.0355832	0	0	0	0.12857	0.0293315	0.0462171	0.0632312	0	0	0.0325056	0	0.0259024	0	0.0922417	0.0363413	0	0	0	0.0402236	0	0	0	0.0912999	0	0.0161183	0	0	0	0	0	0.0457814	0	0	0.184391	0.177735	0	0.0137539	0	0.0477142	0.0187674	0.0517017	0	0.0658827	0.0192753	0.035877	0	0	0	0	0	0.0921997	0	0	0.0831961	0.045118	0	0.164781	0.109346	0.106203	0	0.0427071	0.0173547	0	0	0.0298276	0.0684753	0.0673829	0.0315186	0.0646707	0.0584518	0.0568243	0	0	0.0188655	0.059697
ENSG00000204183.1	0.669934	0.163603	0.130605	0.173772	0.272885	0.0413369	0	0.112242	0	0.0353328	0.0118368	0.0855262	0.102174	0.0655979	0.145412	0.0497579	0.0917818	0.155466	0.060233	0	0.074682	0.0496709	0.155436	0.0638438	0.168768	0.079444	0.038037	0.0352651	0.0915923	0.0674211	0.311655	0.0484314	0.157891	0.27489	0.0454006	0.168348	0.129398	0.0269836	0.221113	0	0.349584	0.0771559	0.164446	0.266119	0.151615	0.101138	0.122701	0.258852	0	0	0.213133	0.0635399	0.172283	0.1631	0.138055	0.142362	0.122206	0.239864	0.0976791	1.63522	0.0938258	0.14396	0.237183	0.24436	0.107726	0.0562647	0.0483589	0.157133	0.163444	0.154345	0.117713	0.142203	0.293067	0.135084	0.080068	0.0632476	0.141793	0.216035	0	0.0730447	0.124563	0.127249	0	0.127721	0.284242	0.132814	0.0383101	0.0483666	0.0380441	0.06114	0.0563333	0.172661	0.121728	0.208108	0.088288	0.234443	0.0857805	0.045183	0.444837	0.183178	0.103531	0.190682	0.38442	0.140548	0.12773	0.0279552	0.180234	0.175736	0.154453	0.0864445	0.127892	0.101837	0.0315411	0.0909579	0.169358
ENSG00000170166.5	0.669878	0.362061	0.309502	0.351884	0.196562	0.366817	0.262577	0.112242	0.267335	0.10246	0.0465289	0.254792	0.0421303	0.239953	0.295899	0.12004	0.152538	0.155466	0.149642	0.200587	0.0601851	0	0.1451	0.0882821	0.496803	0.402868	0.160811	0.319827	0.207179	0.385796	0.455775	0.260624	0.169989	0.105859	0.257865	0.106906	0.153383	0.0269836	0.265874	0.166463	0.130583	0.0520929	0.164446	0.437482	0.071776	0.111769	0.693574	0.3801	0.0949463	0.0483705	0.483217	0.463997	0.406378	0.254557	0.230372	0.865815	0.500734	0.117883	0.203544	0.471963	0.243285	0.35085	0.206554	0.0538827	0.418688	0.582772	0.0639725	0.188935	0.193155	0.215972	0.394789	0.0970119	0.293067	0.308647	0.189299	0.502535	0.0669523	0.403706	0.0477142	0.348388	0.235315	0.471945	0.330442	0.0928628	0.19817	0.644738	0.0193385	0.0163835	0.0504104	0.350881	0.635821	0.13221	0.230233	0.527116	0.314234	0.610935	0.27948	0.810005	0.289786	0.0826438	0	0.488716	0.515823	0.386334	0.415222	0.181027	0.218306	0.444916	0.501608	0.471215	0.4228	0.496657	0.175853	0.389413	0.11603
ENSG00000273840.1	0.669869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0834499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73893	0	0	0	0	0	0	0	0	0	2.70972	0.0802054	0	0	0	0	0	0
ENSG00000197299.10	0.669733	1.12638	0.962566	2.17261	1.1544	1.26787	0.86873	1.91555	0.935864	1.02898	0.84741	1.02454	0.874839	1.2584	1.36784	2.54426	1.32081	0.961165	1.02978	0.988839	0.387303	0.460988	0.75571	0.840928	0.840514	1.35588	1.27485	0.926441	0.747942	1.10613	0.776586	0.850079	0.699117	0.598222	0.433004	0.597745	0.52515	0.732541	0.668745	0.449487	1.62945	0.987464	1.12665	2.08858	1.845	1.10597	0.925464	1.53368	0.629397	0.672	0.569546	0.803488	1.50156	0.608383	0.789737	0.897491	1.17293	1.15329	1.03902	0.901036	2.48306	0.935457	0.416225	1.32165	1.1763	1.52773	1.26509	0.484823	0.912884	1.14184	1.24784	0.850721	0.868007	0.979556	1.72502	0.528528	1.2586	1.22271	1.06676	0.750347	1.05907	0.876397	0.792449	1.66425	0.992721	1.09478	1.0559	0.82787	0.710031	0.870059	1.00741	1.00053	1.67591	1.58709	0.888176	1.57162	0.987257	0.810005	0.960683	1.13948	1.54011	0.882941	0.580829	0.942206	1.04623	2.61951	1.22178	3.32162	1.42471	1.40731	1.08146	1.00675	1.23411	0.725855	1.03849
ENSG00000231970.1	0.669725	0.0626321	0.0410031	0.15589	0.0238479	0.020882	0	0.0147388	0.0168832	0	0	0	0.0107002	0.0223475	0.0753467	0	0	0	0	0.0291859	0	0	0.0354017	0	0	0.0136867	0	0.0352651	0.0190019	0.0342786	0.0190636	0.0164058	0	0	0	0	0	0	0.0188568	0	0	0.0393219	0.0147852	0.0151295	0	0.0117561	0	0.0622482	0.0197241	0.0163848	0	0.0130351	0	0	0.0183357	0.0126689	0.0424164	0	0	0.0181119	0	0	0	0	0.0161183	0.0562647	0.0639725	0	0.0176001	0	0.0457814	0.033394	0	0.0424748	0.0540846	0.0215301	0.0273211	0	0	0	0.0765835	0.0149652	0.0334838	0.0192753	0.0180994	0	0.0193385	0	0	0	0.0379059	0.0682882	0.0559376	0.159999	0	0.0163779	0.0352	0.109346	0	0	0.0215815	0	0.155938	0	0.0444143	0.0140753	0	0.120519	0.168663	0.0441561	0.0568243	0.121017	0	0	0
ENSG00000276893.1	0.669596	0.0626321	0.105813	0.0809796	0.113929	0.0413369	0.0509041	0.0147388	0.0817022	0	0.0118368	0.0543048	0	0.0442065	0.0607247	0.0737382	0.0403707	0.0111511	0.060233	0	0.0305453	0.0496709	0.0237399	0	0	0.0536576	0.0565263	0.0352651	0.0739327	0.0674211	0.0377706	0.0164058	0.0281076	0.0184399	0.0153637	0.0941512	0.0137197	0.0135828	0.055536	0.0238623	0.0803768	0.0393219	0.09918	0.0734573	0.0147733	0.0348616	0.0425952	0.120848	0	0	0.0533691	0.0130351	0.0802534	0.0774469	0.0183357	0.0737121	0.0629684	0.0206376	0.0597446	0.0181119	0	0.0847811	0.0557738	0.0182854	0.047596	0.0378593	0.0483589	0.037114	0.0176001	0.0541388	0.0895583	0.0168364	0.0392809	0.0562414	0.080068	0.103294	0.0137539	0.0442225	0.093255	0	0.0261849	0.113884	0.0816968	0.0928628	0.0705112	0	0.0383101	0	0.0255228	0.118756	0.0191326	0.0682882	0.0694464	0.0698019	0.0228134	0.032492	0.102088	0.0670313	0.022162	0.108741	0.0427071	0	0	0.107219	0.114317	0.0279552	0.0115505	0.134612	0.110569	0.0296529	0.0193025	0.139835	0.0158949	0.0373817	0.134124
ENSG00000268316.1	0.669524	0.21703	0.0410031	0	0.0238479	0.0413369	0.0632352	0.0576948	0	0.0178225	0.0118368	0.0648206	0	0.0333367	0.0308232	0	0.0403707	0.0111511	0	0	0	0	0.0237399	0.0387933	0.0301808	0.079444	0	0.017788	0	0	0	0.0164058	0	0.0184399	0	0.0278169	0.104823	0.0402071	0.0733832	0	0.0275164	0	0.0578726	0.0734573	0.0436807	0.0903923	0.103268	0.0378119	0.0197241	0	0.035894	0.0259024	0.0607857	0.12119	0.0540285	0.0375351	0.0424164	0	0.134227	0.0705588	0.258592	0	0.125607	0.0362425	0.047596	0.0378593	0.0324977	0	0.0176001	0.0886686	0.103735	0	0.0583575	0.0424748	0.080068	0.0632476	0.0137539	0.0442225	0.0241416	0.0552776	0.0261849	0.0726822	0.0498144	0.0192753	0.0705112	0.0850517	0.0383101	0	0	0	0.126824	0.0232847	0.0559376	0.0831961	0.0228134	0.032492	0.35762	0.0228466	0.065065	0.0283137	0	0.14631	0.0723224	0.0370319	0.0729644	0.0416452	0.0454226	0.148509	0.0328581	0.113675	0.110593	0.121017	0.0469462	0.0909579	0.0976028
ENSG00000215540.10	0.669513	0.135779	0	0	0	0	0.0257759	0	0	0	0	0.183074	0	0	0	0	0.0917818	0	0	0	0	0	0	0	0	0	0.0565263	0.0524419	0	0.0172862	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151295	0	0	0	0.0622482	0	0	0	0	0.0206752	0.0317021	0	0	0	0	0	0.0181119	0.0194827	0	0	0	0	0	0	0	0	0	0.0751779	0.0168364	0	0.135084	0	0	0	0	0	0	0	0.0726822	0	0	0.035877	0	0	0	0	0	0.0191326	0	0	0	0	0	0	0.0228466	0	0	0	0	0	0	0	0.0140753	0	0	0	0.274611	0	0	0	0	0
ENSG00000167900.11	0.669493	2.82254	1.86055	3.6775	2.2584	2.29515	2.47665	3.06552	1.39816	2.10327	1.45266	2.50009	2.99078	2.00697	2.5185	2.9622	2.75674	2.08886	2.24269	2.33639	0.886558	1.79867	2.45981	2.70382	1.80605	2.78757	3.21337	2.61525	2.38512	3.84749	1.73301	2.85887	2.19995	2.36641	2.15017	2.5454	2.53729	1.73883	2.42297	2.03511	3.78653	2.85664	2.25807	2.6651	3.39296	2.76632	2.77746	3.49058	1.82441	2.93342	2.71514	2.26522	3.26233	1.69469	2.65672	2.71476	3.34582	2.89353	3.13279	2.67712	4.12663	2.70669	2.2111	3.48295	2.37333	3.5694	2.44126	2.28725	2.24433	2.34018	2.72091	2.93984	2.64194	2.23332	3.71964	2.08314	3.24782	3.23419	2.28703	1.6855	2.88777	2.63669	1.9449	3.87568	2.48601	2.15371	3.45496	2.66238	2.75918	2.51354	2.56907	2.42643	3.7058	2.80337	2.24066	3.80277	2.41686	2.82042	3.20445	2.11732	3.19583	2.64331	1.65586	1.80715	2.53098	4.67811	2.92879	5.02762	2.96038	3.07206	3.16982	2.42784	3.28463	1.96464	3.61883
ENSG00000123485.11	0.669418	1.32526	0.775625	3.4484	1.73732	1.53699	0.906349	2.84486	0.776951	1.36434	1.01605	1.9402	1.30546	1.67504	1.76142	2.72015	1.64906	1.41521	1.37817	1.91326	0.246195	0.420014	1.37192	1.78467	1.14577	2.67356	1.78874	1.23048	0.922473	1.94315	0.644264	2.35871	1.27132	0.825996	0.819582	1.05141	1.18342	0.856061	1.10452	2.29851	2.64507	1.78502	1.31127	1.23964	2.63748	1.78619	0.85398	2.82365	0.377175	1.26527	0.579832	0.421874	2.65343	0.762418	1.29368	1.53608	1.95223	2.52154	1.69996	1.03946	3.0653	1.37726	0.965141	2.59394	1.03092	2.35244	1.28357	0.50784	1.36857	1.30027	1.42789	1.48065	0.693929	1.34788	2.4219	0.725814	2.09753	2.27485	1.59121	0.666409	1.22017	1.33617	1.08448	2.27809	1.25859	1.26883	1.59032	0.842203	0.829672	1.11138	1.60139	1.21768	2.34518	1.60758	1.37465	2.54867	1.41075	1.8964	1.78381	1.36112	2.44557	1.47675	0.570284	0.604302	1.36653	3.57197	2.02185	3.92236	1.99198	2.10146	2.05936	1.78386	2.24872	0.659169	2.9261
